Event Desc|En No|Site Name|Licensee Name|Region No|City Name|State Cd|County Name|License No|Agreement State Ind|Docket No|Unit Ind1|Unit Ind2|Unit Ind3|Reactor Type|Nrc Notified By|Ops Officer|Notification Dt|Notification Time|Event Dt|Event Time|Time Zone|Last Updated Dt|Emergency Class|Cfr Cd1|Cfr Descr1|Cfr Cd2|Cfr Descr2|Cfr Cd3|Cfr Descr3|Cfr Cd4|Cfr Descr4|Staff Name1|Org Abbrev1|Staff Name2|Org Abbrev2|Staff Name3|Org Abbrev3|Staff Name4|Org Abbrev4|Staff Name5|Org Abbrev5|Staff Name6|Org Abbrev6|Staff Name7|Org Abbrev7|Staff Name8|Org Abbrev8|Staff Name9|Org Abbrev9|Staff Name10|Org Abbrev10|Scram Code 1|RX CRIT 1|Initial PWR 1|Initial RX Mode1|Current PWR 1|Current RX Mode 1|Scram Code 2|RX CRIT 2|Initial PWR 2|Initial RX Mode 2|Current PWR 2|Current RX Mode 2|Scram Code 3|RX CRIT 3|Initial PWR 3|Initial RX Mode 3|Current PWR 3|Current RX Mode 3|Event Text|
Agreement State|54616|COLORADO DEPT OF HEALTH|BOULDER RURAL FIRE DEPT.|4|BOULDER|CO||GL002110|Y||||||KATHRYN MOTE|OSSY FONT|03/26/2020|10:46:00|06/25/2018|0:00:00|MDT|3/26/2020 12:00:00 AM|NON EMERGENCY| |AGREEMENT STATE|||||||RAY KELLAR|R4DO|NMSS_EVENTS_NOTIFICATION|EMAIL|ILTAB|EMAIL|||||||||||||||N|N|0||0||N|N|0||0||N|N|0||0||AGREEMENT STATE REPORT - LOST TRITIUM EXIT SIGN    The following was received from the state of Colorado via email:    "A tritium exit sign, containing 7.09 Ci, was knocked off wall at the Boulder Rural Fire Dept. and assumed to have been discarded in the dumpster."    THIS MATERIAL EVENT CONTAINS A "LESS THAN CAT 3" LEVEL OF RADIOACTIVE MATERIAL    Sources that are "Less than IAEA Category 3 sources," are either sources that are very unlikely to cause permanent injury to individuals or contain a very small amount of radioactive material that would not cause any permanent injury. Some of these sources, such as moisture density gauges or thickness gauges that are Category 4, the amount of unshielded radioactive material, if not safely managed or securely protected, could possibly - although it is unlikely - temporarily injure someone who handled it or were otherwise in contact with it, or who were close to it for a period of many weeks. For additional information go to  http://www-pub.iaea.org/MTCD/publications/PDF/Pub1227_web.pdf|
Agreement State|54617|COLORADO DEPT OF HEALTH|BOONDOCKS FUN CENTER|4|NORTHGLEN|CO||GL002174|Y||||||KATHRYN MOTE|BETHANY CECERE|03/26/2020|12:02:00|07/01/2019|0:00:00|MDT|3/26/2020 12:00:00 AM|NON EMERGENCY| |AGREEMENT STATE|||||||RAY KELLAR|R4DO|NMSS_EVENTS_NOTIFICATION|EMAIL|ILTAB|EMAIL|||||||||||||||N|N|0||0||N|N|0||0||N|N|0||0||AGREEMENT STATE REPORT - LOST TRITIUM EXIT SIGN    The following was received from the state of Colorado via email:    "One tritium exit sign, containing 6.2 Curies, was determined lost after it was removed during renovation.    "Initial Date Reported: 7/1/19    "Final Decision Material Lost Date: 7/1/19"    THIS MATERIAL EVENT CONTAINS A "LESS THAN CAT 3" LEVEL OF RADIOACTIVE MATERIAL    Sources that are "Less than IAEA Category 3 sources," are either sources that are very unlikely to cause permanent injury to individuals or contain a very small amount of radioactive material that would not cause any permanent injury. Some of these sources, such as moisture density gauges or thickness gauges that are Category 4, the amount of unshielded radioactive material, if not safely managed or securely protected, could possibly - although it is unlikely - temporarily injure someone who handled it or were otherwise in contact with it, or who were close to it for a period of many weeks. For additional information go to  http://www-pub.iaea.org/MTCD/publications/PDF/Pub1227_web.pdf|
Agreement State|54618|FLORIDA BUREAU OF RADIATION CONTROL|GHD SERVICES, INC.|1|TAMPA|FL||4498-1|Y||||||MATTHEW SENISON|CATY NOLAN|03/26/2020|14:25:00|03/26/2020|0:00:00|EDT|3/26/2020 12:00:00 AM|NON EMERGENCY| |AGREEMENT STATE|||||||CHRISTOPHER CAHILL|R1DO|NMSS_EVENTS_NOTIFICATION|EMAIL|||||||||||||||||N|N|0||0||N|N|0||0||N|N|0||0||AGREEMENT STATE REPORT - DAMAGED MOISTURE DENISTY GAUGE CASE    The following was received via email:    "[The licensee] notified the [Florida Bureau of Radiation Control] BRC that a Soil Moisture Density Gauge was 'bumped over' at a construction site in [Clearwater, FL] by a machine while in use during a standard count. [The licensee] claims there was no damage to the sources, only damage to the case. The area has been cordoned off, no information on site exclusion prior to the impact has been reported. The [Radiation Safety Officer] RSO has not returned phone calls at this time. The [Florida State Watch Office] FL SWO and [Department of Environmental Protection] DEP have contacted the BRC about this incident. An inspector from [the Florida western office] is requested at this time."    Florida Incident Report Number: FL20-045    * * * UPDATE ON 03/26/2020 AT 1533 EDT FROM MARK SEIDENSTICKER TO CATY NOLAN * * *    The following was received via phone call:    The gauge was bumped and dragged approximately 10 feet at the construction site during a calibration. The source was retracted. There was no release or visible damage.    Notified R4DO (Kellar) and NMSS Events (via email).|
Agreement State|54619|COLORADO DEPT OF HEALTH|CHERRY HILLS CONDO CORPORATION III|4|DENVER|CO||GL002177|Y||||||KATHRYN MOTE|CATY NOLAN|03/26/2020|15:29:00|05/09/2018|0:00:00|MDT|3/26/2020 12:00:00 AM|NON EMERGENCY| |AGREEMENT STATE|||||||RAY KELLAR|R4DO|NMSS_EVENTS_NOTIFICATION|EMAIL|LAURA PEARSON|ILTAB|||||||||||||||N|N|0||0||N|N|0||0||N|N|0||0||AGREEMENT STATE REPORT - LOST TRITIUM EXIT SIGNS    The following was received from the state of Colorado via email:    "Two tritium exit signs, containing 6.0 Curies each, was determined lost after a change in management.    "Initial Date Reported: 12/18/17    "Final Decision Material Lost Date: 5/9/18"    THIS MATERIAL EVENT CONTAINS A "LESS THAN CAT 3" LEVEL OF RADIOACTIVE MATERIAL    Sources that are "Less than IAEA Category 3 sources," are either sources that are very unlikely to cause permanent injury to individuals or contain a very small amount of radioactive material that would not cause any permanent injury. Some of these sources, such as moisture density gauges or thickness gauges that are Category 4, the amount of unshielded radioactive material, if not safely managed or securely protected, could possibly - although it is unlikely - temporarily injure someone who handled it or were otherwise in contact with it, or who were close to it for a period of many weeks. For additional information go to  http://www-pub.iaea.org/MTCD/publications/PDF/Pub1227_web.pdf|
Agreement State|54620|COLORADO DEPT OF HEALTH|FIVE RIVERS CATTLE FEEDING|4|LASALLE|CO||GL002226|Y||||||KATHRYN MOTE|CATY NOLAN|03/26/2020|17:08:00|02/02/2018|0:00:00|MDT|3/26/2020 12:00:00 AM|NON EMERGENCY| |AGREEMENT STATE|||||||RAY KELLAR|R4DO|NMSS_EVENTS_NOTIFICATION|EMAIL|LAURA PEARSON|ILTAB|||||||||||||||N|N|0||0||N|N|0||0||N|N|0||0||AGREEMENT STATE REPORT - LOST TRITIUM EXIT SIGNS    The following was received from the state of Colorado via email:    "Two tritium exit signs, containing 6.2 Curies each, was determined lost during annual inventory.    "Initial Date Reported: 12/16/17    "Final Decision Material Lost Date: 2/2/18"    THIS MATERIAL EVENT CONTAINS A "LESS THAN CAT 3" LEVEL OF RADIOACTIVE MATERIAL    Sources that are "Less than IAEA Category 3 sources," are either sources that are very unlikely to cause permanent injury to individuals or contain a very small amount of radioactive material that would not cause any permanent injury. Some of these sources, such as moisture density gauges or thickness gauges that are Category 4, the amount of unshielded radioactive material, if not safely managed or securely protected, could possibly - although it is unlikely - temporarily injure someone who handled it or were otherwise in contact with it, or who were close to it for a period of many weeks. For additional information go to  http://www-pub.iaea.org/MTCD/publications/PDF/Pub1227_web.pdf|
Agreement State|54622|NE DIV OF RADIOACTIVE MATERIALS|PLATTE PIPELINE COMPANY|4|HOLDREGE|NE||GL-0102|Y||||||BRYAN MILLER|THOMAS KENDZIA|03/27/2020|15:20:00|03/05/2020|0:00:00|CDT|3/27/2020 12:00:00 AM|NON EMERGENCY| |AGREEMENT STATE|||||||RAY KELLAR|R4DO|NMSS_EVENTS_NOTIFICATION|EMAIL|||||||||||||||||N|N|0||0||N|N|0||0||N|N|0||0||AGREEMENT STATE REPORT - STUCK OPEN SHUTTER ON DENSITY GAUGE    The following is a synopsis of information provided by the Nebraska, Department of Health & Human Services, via phone notification:    Licensee reported to the Nebraska Department of Health and Human Services on March, 24, 2020, that during their 6 month check of the shutter functionality on March 5, 2020, the shutter on a density gauge would not close all the way.  The density gauge is an Ohmart/Vega Corporation model SH-F2 density gauge with a Cs-137 500 milliCurie source.  The serial number for the gauge is 9103GK.  The gauge is installed in a process system and provides no threat to personnel.  The licensee has contacted the gauge manufacturer for repair.    Nebraska report number NE20004|
Agreement State|54623|TEXAS DEPT OF STATE HEALTH SERVICES|CHI ST LUKES HEALTH BAYLOR COLLEGE OF MEDICINE|4|HOUSTON|TX||L06661|Y||||||KAREN BLANCHARD|BRIAN P. SMITH|03/27/2020|20:22:00|03/27/2020|0:00:00|CDT|3/27/2020 12:00:00 AM|NON EMERGENCY| |AGREEMENT STATE|||||||RAY KELLAR|R4DO|NMSS_EVENTS_NOTIFICATION|EMAIL|||||||||||||||||N|N|0||0||N|N|0||0||N|N|0||0||AGREEMENT STATE REPORT - UNDERDOSE OF PATIENT MEDICAL EVENT    The following was received from the State of Texas via email:     "On March 27, 2020, the licensee reported that at the completion of a procedure during which 26 milliCuries of Yttrium-90 Sirspheres were administered to a patient, the assay of the tubing, vial, catheter, etc., revealed that the patient had only received approximately 16 milliCuries of the administered dose.  Approximately 10 milliCuries were still in the equipment.  The authorized user determined this was not the result of vascular stasis.  The licensee plans to hold the administration equipment for decay for approximately seven days at which time they will assay and inspect the equipment and attempt to determine the cause.  An investigation into this event is ongoing.  More information will be provided as it is obtained in accordance with SA-300."    Texas Incident Number: 9755    A Medical Event may indicate potential problems in a medical facility's use of radioactive materials.  It does not necessarily result in harm to the patient.|
Agreement State|54624|COLORADO DEPT OF HEALTH|CURTIS HOTEL|4|Denver|CO||GL002245|Y||||||KATHRYN MOTE|BRIAN P. SMITH|03/30/2020|17:40:00|05/30/2018|0:00:00|MDT|3/30/2020 12:00:00 AM|NON EMERGENCY| |AGREEMENT STATE|||||||VINCENT GADDY|R4DO|NMSS_EVENTS_NOTIFICATION|EMAIL|ILTAB|EMAIL|||||||||||||||N|N|0||0||N|N|0||0||N|N|0||0||AGREEMENT STATE REPORT - LOST TRITIUM EXIT SIGN    The following was summarized from the email received from the state of Colorado:    One tritium exit sign, containing 10.0 Curies, was determined lost after renovation.    Initial Date Reported: 5/30/18    Final Decision Material Lost Date: 5/30/18    THIS MATERIAL EVENT CONTAINS A "LESS THAN CAT 3" LEVEL OF RADIOACTIVE MATERIAL    Sources that are "Less than IAEA Category 3 sources," are either sources that are very unlikely to cause permanent injury to individuals or contain a very small amount of radioactive material that would not cause any permanent injury. Some of these sources, such as moisture density gauges or thickness gauges that are Category 4, the amount of unshielded radioactive material, if not safely managed or securely protected, could possibly - although it is unlikely - temporarily injure someone who handled it or were otherwise in contact with it, or who were close to it for a period of many weeks. For additional information go to  http://www-pub.iaea.org/MTCD/publications/PDF/Pub1227_web.pdf|
Agreement State|54626|TEXAS DEPT OF STATE HEALTH SERVICES|GEMINI SIGN PRODUCTS|4|TAYLOR|TX|||Y||||||KAREN BLANCHARD|BRIAN LIN|03/31/2020|17:12:00|02/24/2020|0:00:00|CDT|3/31/2020 12:00:00 AM|NON EMERGENCY| |AGREEMENT STATE|||||||VINCENT GADDY|R4DO|NMSS_EVENTS_NOTIFICATION|EMAIL|LAURA PEARSON|ILTAB|- CNSNS (MEXICO)|EMAIL|||||||||||||N|N|0||0||N|N|0||0||N|N|0||0||AGREEMENT STATE REPORT - LOST STATIC CONTROL DEVICE    The following was received from the State of Texas via email:    "On March 31, 2020, the Texas Department of State Health Services (Agency) received a letter that had been originally sent to the Texas Commission on Environmental Quality, received March 3, 2020, which was forwarded via email. The letter was reporting a lost static control device: NRD Neutralizer model P-2021-Z705, SN: A2LP525, containing 10 milliCuries of polonium-210. This is a general license device. It was last used on February 20, 2020, and then replaced. On February 25, 2020, [employees at Gemini Sign Products] realized the box containing the device (to be shipped back to manufacturer) was missing. It was determined that on February 24, 2020, the device and its associated paperwork, which was in a box in an office awaiting paperwork completion/packing for transit back to the manufacturer, was mistaken by a custodian for waste, and it was thrown away in an outdoor dumpster. The dumpster was searched, but the waste had already been picked up and they learned from the waste company that the contents of that load were already at the landfill and buried. The report included the company's corrective actions: reminders to staff about the equipment and the regulations associated with it and new policy and procedure for changing out the devices in the future. An investigation into this event is ongoing. More information will be provided as it is obtained in accordance with SA-300."    Texas Incident Number: I-9757    THIS MATERIAL EVENT CONTAINS A "LESS THAN CAT 3" LEVEL OF RADIOACTIVE MATERIAL    Sources that are "Less than IAEA Category 3 sources," are either sources that are very unlikely to cause permanent injury to individuals or contain a very small amount of radioactive material that would not cause any permanent injury. Some of these sources, such as moisture density gauges or thickness gauges that are Category 4, the amount of unshielded radioactive material, if not safely managed or securely protected, could possibly - although it is unlikely - temporarily injure someone who handled it or were otherwise in contact with it, or who were close to it for a period of many weeks. For additional information go to  http://www-pub.iaea.org/MTCD/publications/PDF/Pub1227_web.pdf|
Non-Power Reactor|54627|WASHINGTON STATE UNIVERSITY|WASHINGTON STATE UNIVERSITY|0|PULLMAN|WA|WHITMAN|R-76|Y|05000027||||1000 KW TRIGA (CONVERSION)|CHRISTOPHER HINES|BRIAN LIN|04/01/2020|14:03:00|03/31/2020|16:55:00|PDT|4/1/2020 12:00:00 AM|NON EMERGENCY||NON-POWER REACTOR EVENT|||||||DUANE HARDESTY|NRR PM|ELIZABETH REED|NPR|WILLIAM GOTT|IRD|||||||||||||||N|N|0||0||N|N|0||0||N|N|0||0||NOTIFICATION OF A NON-EMERGENCY UNUSUAL EVENT DUE TO A SEISMIC EVENT     The following is a summary of information received from the Washington State University Reactor Facility via phone conversation:    At 1655 PDT on March 31, 2020, the licensee declared a Notification of Unusual Event due to seismic activity felt from an earthquake originating in southern Idaho. Operators felt the seismic activity and entered their emergency planning procedures to inspect for any damages to the reactor facility. There were no injured personnel and the reactor was shutdown at the time of the earthquake. Initial assessments revealed no damages or effects to the reactor or to the facility. Additional walk downs are in progress.    The licensee notified the NRR Project Manager (Hardesty).|
Non-Power Reactor|54628|IDAHO STATE UNIVERSITY|IDAHO STATE UNIVERSITY|0|POCATELLO|ID|BANNOCK|R-110|N|05000284||||0.005 KW AGN-201M #103|MARY LOU DUNZIK-GOUGAR|BRIAN LIN|04/01/2020|14:40:00|03/31/2020|17:50:00|MDT|4/3/2020 12:00:00 AM|NON EMERGENCY||NON-POWER REACTOR EVENT|||||||XIAOSONG YIN|NRR PM|ELIZABETH REED|NPR|WILLIAM GOTT|IRD|||||||||||||||N|N|0||0||N|N|0||0||N|N|0||0||NOTIFICATION OF A NON-EMERGENCY UNUSUAL EVENT DUE TO A SEISMIC EVENT     The following is a summary of information received from the Idaho State University Reactor Facility via phone conversation:    At 1750 MDT on March 31, 2020, the licensee declared a Notification of Unusual Event due to seismic activity felt from an earthquake originating in southern Idaho. The facility was closed due to the suspension of all campus activities set forth by the pandemic response. The reactor was shutdown at the time of the earthquake and is being constantly monitored by the campus public safety office. Inspections of the facility will be performed.     The licensee notified the NRR Project Manager (Yin).    * * * UPDATE ON 4/3/20 AT 1532 EDT FROM MARY LOU DUNZIK-GOUGAR TO ANDREW WAUGH * * *    The licensee has finished conducting visual inspections and monitoring activity levels throughout the facility. All indications came back normal. The licensee also verified the seismic indicator was still in its proper position.    Notified NRR PM (Yin) and NPR (Reed).|
Agreement State|54629|COLORADO DEPT OF HEALTH|THE AVENUES OF CROFTON PARK|4|BROOMFIELD|CO||GL002341|Y||||||KATHRYN MOTE|BRIAN LIN|04/01/2020|14:03:00|07/01/2019|0:00:00|MDT|4/1/2020 12:00:00 AM|NON EMERGENCY| |AGREEMENT STATE|||||||VINCENT GADDY|R4DO|NMSS_EVENTS_NOTIFICATION|EMAIL|LAURA PEARSON|ILTAB|||||||||||||||N|N|0||0||N|N|0||0||N|N|0||0||AGREEMENT STATE REPORT - LOST TRITIUM EXIT SIGN    The following was received from the State of Colorado via email:    One tritium exit sign, containing 6.2 Curies, was determined to be lost after not being found on the property by new management.    Initial Date Reported: 7/1/2019    Final Decision Material Lost Date: 7/1/2019    THIS MATERIAL EVENT CONTAINS A "LESS THAN CAT 3" LEVEL OF RADIOACTIVE MATERIAL    Sources that are "Less than IAEA Category 3 sources," are either sources that are very unlikely to cause permanent injury to individuals or contain a very small amount of radioactive material that would not cause any permanent injury. Some of these sources, such as moisture density gauges or thickness gauges that are Category 4, the amount of unshielded radioactive material, if not safely managed or securely protected, could possibly - although it is unlikely - temporarily injure someone who handled it or were otherwise in contact with it, or who were close to it for a period of many weeks. For additional information go to  http://www-pub.iaea.org/MTCD/publications/PDF/Pub1227_web.pdf|
Power Reactor|54630|COLUMBIA GENERATING STATION|ENERGY NORTHWEST|4|RICHLAND|WA|BENTON||Y|05000397|2|||[2] GE-5|DAN SHARPE|DONALD NORWOOD|04/01/2020|19:07:00|04/01/2020|12:02:00|PDT|4/1/2020 12:00:00 AM|NON EMERGENCY|26.719|FITNESS FOR DUTY|||||||VINCENT GADDY|R4DO|FFD GROUP|EMAIL|||||||||||||||||N|Y|100|Power Operation|100|Power Operation|N|N|0||0||N|N|0||0||FITNESS-FOR-DUTY REPORT - LICENSED OPERATOR CONFIRMED POSITIVE FOR ALCOHOL    A licensed operator had a confirmed positive for alcohol during a random fitness-for-duty test. The employee's access to the plant has been terminated.    The NRC Resident Inspector has been notified.|
Power Reactor|54631|MILLSTONE|DOMINION GENERATION|1|WATERFORD|CT|NEW LONDON||N||||3|[1] GE-3,[2] CE,[3] W-4-LP|KEVIN PERKINS|BRIAN LIN|04/01/2020|19:11:00|04/01/2020|16:25:00|EDT|4/1/2020 12:00:00 AM|NON EMERGENCY|50.72(b)(2)(iv)(B)|RPS ACTUATION - CRITICAL|50.72(b)(3)(iv)(A)|VALID SPECIF SYS ACTUATION|||||ANNE DeFRANCISCO|R1DO|||||||||||||||||||N|N|0||0||N|N|0||0||A/R|Y|100|Power Operation|0|Hot Standby|AUTOMATIC REACTOR TRIP DUE TO CIRCUIT FAULT    On April 1, 2020, at 1625 EDT, Milllstone Unit 3 was in Mode 1, at 100 percent power, when an automatic reactor trip occurred following a main generator trip. The cause was due to a circuit fault between the main generator breaker and the offsite switchyard. The reactor trip was not complicated and the reactor remains stable in Mode 3.  One of the two offsite electrical sources remain inoperable with an investigation of the circuit fault underway. Decay heat removal is maintained by the main condenser. There was no effect on Unit 2.    The NRC Resident Inspector was notified. The licensee notified State and local government agencies.|
Power Reactor|54632|WATERFORD|ENTERGY NUCLEAR|4|KILLONA|LA|ST CHARLES||Y|05000382|3|||[3] CE|KEVIN HALE|BRIAN LIN|04/01/2020|21:05:00|04/01/2020|10:02:00|CDT|4/1/2020 12:00:00 AM|NON EMERGENCY|26.719|FITNESS FOR DUTY|||||||VINCENT GADDY|R4DO|FFD GROUP|EMAIL|||||||||||||||||N|Y|100|Power Operation|100|Power Operation|N|N|0||0||N|N|0||0||FITNESS FOR DUTY (FFD) POLICY VIOLATION    On April 1, 2020, a licensed senior reactor operator, returning from a leave of absence, disclosed a Fitness-For-Duty policy violation, which occurred on July 29, 2019.  The individual's site access has been removed.    The NRC Resident Inspector has been notified.|
Agreement State|54633|NJ RAD PROT AND REL PREVENTION PGM|GZA (MELLICK-TULLY)|1|EDISON|NJ||507521|Y||||||JACK TWAY|BRIAN LIN|04/02/2020|16:11:00|04/02/2020|12:30:00|EDT|4/2/2020 12:00:00 AM|NON EMERGENCY| |AGREEMENT STATE|||||||ANNE DeFRANCISCO|R1DO|NMSS_EVENTS_NOTIFICATION|EMAIL|||||||||||||||||N|N|0||0||N|N|0||0||N|N|0||0||AGREEMENT STATE REPORT - DAMAGED PORTABLE GAUGE    The following is a synopsis of information received via e-mail:    On April 2, 2020, at 1230 EDT, a portable density gauge was damaged by a roller at a construction site. The density gauge is a Troxler model 3430, serial number 27555 containing 9 milliCuries of cesium-137 and 44 milliCuries of americium-241/beryllium.  The source was not damaged and there was no exposure or health effects to the public. An investigation is ongoing.    New Jersey event report no. 749233.|
Agreement State|54634|COLORADO DEPT OF HEALTH|WATERFORD ON MAINSTREET|4|PARKER|CO||GL002380|Y||||||KATHRYN MOTE|KERBY SCALES|04/02/2020|17:19:00|01/03/2020|0:00:00|MDT|4/2/2020 12:00:00 AM|NON EMERGENCY| |AGREEMENT STATE|||||||VINCENT GADDY|R4DO|NMSS_EVENTS_NOTIFICATION|EMAIL|LAURA PEARSON|ILTAB|||||||||||||||N|N|0||0||N|N|0||0||N|N|0||0||AGREEMENT STATE REPORT - LOST TRITIUM EXIT SIGNS    The following information was received from the state of Colorado via email:    "Seventy-five tritium exit signs, containing 6.0 Curies each, was determined unaccounted for and lost during a walk down of the property.    "Initial Date Reported: 10/29/19    "Final Decision Material Lost Date: 1/3/20"    THIS MATERIAL EVENT CONTAINS A "LESS THAN CAT 3" LEVEL OF RADIOACTIVE MATERIAL    Sources that are "Less than IAEA Category 3 sources," are either sources that are very unlikely to cause permanent injury to individuals or contain a very small amount of radioactive material that would not cause any permanent injury. Some of these sources, such as moisture density gauges or thickness gauges that are Category 4, the amount of unshielded radioactive material, if not safely managed or securely protected, could possibly - although it is unlikely - temporarily injure someone who handled it or were otherwise in contact with it, or who were close to it for a period of many weeks. For additional information go to  http://www-pub.iaea.org/MTCD/publications/PDF/Pub1227_web.|
Agreement State|54635|COLORADO DEPT OF HEALTH|ST. CATHERINE OF SIENA|4|DENVER|CO||GL002332|Y||||||KATHRYN MOTE|OSSY FONT|04/03/2020|11:25:00|12/14/2017|0:00:00|MDT|4/3/2020 12:00:00 AM|NON EMERGENCY| |AGREEMENT STATE|||||||VINCENT GADDY|R4DO|NMSS_EVENTS_NOTIFICATION|EMAIL|ILTAB|EMAIL|||||||||||||||N|N|0||0||N|N|0||0||N|N|0||0||AGREEMENT STATE REPORT - LOST TRITIUM EXIT SIGNS    The following summary was received from the state of Colorado via email:    The licensee had two tritium exit signs, containing 6.2 Ci each, removed and replaced with non-radioactive signs.    THIS MATERIAL EVENT CONTAINS A "LESS THAN CAT 3" LEVEL OF RADIOACTIVE MATERIAL    Sources that are "Less than IAEA Category 3 sources," are either sources that are very unlikely to cause permanent injury to individuals or contain a very small amount of radioactive material that would not cause any permanent injury. Some of these sources, such as moisture density gauges or thickness gauges that are Category 4, the amount of unshielded radioactive material, if not safely managed or securely protected, could possibly - although it is unlikely - temporarily injure someone who handled it or were otherwise in contact with it, or who were close to it for a period of many weeks. For additional information go to  http://www-pub.iaea.org/MTCD/publications/PDF/Pub1227_web.pdf|
Agreement State|54636|COLORADO DEPT OF HEALTH|VERANDA HIGHPOINTE|4|DENVER|CO||GL002276|Y||||||KATHRYN MOTE|ANDREW WAUGH|04/03/2020|13:46:00|05/10/2018|0:00:00|MDT|4/3/2020 12:00:00 AM|NON EMERGENCY| |AGREEMENT STATE|||||||VINCENT GADDY|R4DO|NMSS_EVENTS_NOTIFICATION|EMAIL|ILTAB|EMAIL|||||||||||||||N|N|0||0||N|N|0||0||N|N|0||0||AGREEMENT STATE REPORT - LOST TRITIUM EXIT SIGNS    The following summary was received from the state of Colorado via email:    The licensee is unable to locate 16 tritium exit signs. Management claims the signs are not on their property. Each sign has an activity of 6 Ci.    THIS MATERIAL EVENT CONTAINS A "LESS THAN CAT 3" LEVEL OF RADIOACTIVE MATERIAL    Sources that are "Less than IAEA Category 3 sources," are either sources that are very unlikely to cause permanent injury to individuals or contain a very small amount of radioactive material that would not cause any permanent injury. Some of these sources, such as moisture density gauges or thickness gauges that are Category 4, the amount of unshielded radioactive material, if not safely managed or securely protected, could possibly - although it is unlikely - temporarily injure someone who handled it or were otherwise in contact with it, or who were close to it for a period of many weeks. For additional information go to  http://www-pub.iaea.org/MTCD/publications/PDF/Pub1227_web.pdf|
Agreement State|54637|COLORADO DEPT OF HEALTH|LDS CHURCH - PARKER - TARA LANE|4|PARKER|CO||GL001883|Y||||||KATHRYN MOTE|ANDREW WAUGH|04/03/2020|16:20:00|06/05/2019|0:00:00|MDT|4/3/2020 12:00:00 AM|NON EMERGENCY| |AGREEMENT STATE|||||||VINCENT GADDY|R4DO|NMSS_EVENTS_NOTIFICATION|EMAIL|ILTAB|EMAIL|||||||||||||||N|N|0||0||N|N|0||0||N|N|0||0||AGREEMENT STATE REPORT - LOST TRITIUM EXIT SIGN    The following summary was received from the state of Colorado via email:    The licensee is unable to locate a tritium exit sign with an activity of 11.5 Ci.    THIS MATERIAL EVENT CONTAINS A "LESS THAN CAT 3" LEVEL OF RADIOACTIVE MATERIAL    Sources that are "Less than IAEA Category 3 sources," are either sources that are very unlikely to cause permanent injury to individuals or contain a very small amount of radioactive material that would not cause any permanent injury. Some of these sources, such as moisture density gauges or thickness gauges that are Category 4, the amount of unshielded radioactive material, if not safely managed or securely protected, could possibly - although it is unlikely - temporarily injure someone who handled it or were otherwise in contact with it, or who were close to it for a period of many weeks. For additional information go to  http://www-pub.iaea.org/MTCD/publications/PDF/Pub1227_web.pdf|
Agreement State|54638|COLORADO DEPT OF HEALTH|BONANZA CREEK ENERGY INC.|4|EVANS|CO||GL002371|Y||||||KATHRYN MOTE|ANDREW WAUGH|04/03/2020|16:59:00|06/28/2019|0:00:00|MDT|4/3/2020 12:00:00 AM|NON EMERGENCY| |AGREEMENT STATE|||||||VINCENT GADDY|R4DO|NMSS_EVENTS_NOTIFICATION|EMAIL|ILTAB|EMAIL|||||||||||||||N|N|0||0||N|N|0||0||N|N|0||0||AGREEMENT STATE REPORT - LOST TRITIUM EXIT SIGNS    The following summary was received from the state of Colorado via email:    The licensee is unable to locate three tritium exit signs with an activity of 6 Ci each.    THIS MATERIAL EVENT CONTAINS A "LESS THAN CAT 3" LEVEL OF RADIOACTIVE MATERIAL    Sources that are "Less than IAEA Category 3 sources," are either sources that are very unlikely to cause permanent injury to individuals or contain a very small amount of radioactive material that would not cause any permanent injury. Some of these sources, such as moisture density gauges or thickness gauges that are Category 4, the amount of unshielded radioactive material, if not safely managed or securely protected, could possibly - although it is unlikely - temporarily injure someone who handled it or were otherwise in contact with it, or who were close to it for a period of many weeks. For additional information go to  http://www-pub.iaea.org/MTCD/publications/PDF/Pub1227_web.pdf|
Power Reactor|54639|CALLAWAY|AMEREN UE|4|FULTON|MO|CALLAWAY||N|05000483|1|||[1] W-4-LP|JEFF GULICK|THOMAS KENDZIA|04/04/2020|5:31:00|04/04/2020|1:15:00|CDT|4/4/2020 12:00:00 AM|NON EMERGENCY|50.72(b)(2)(iv)(B)|RPS ACTUATION - CRITICAL|50.72(b)(3)(iv)(A)|VALID SPECIF SYS ACTUATION|||||VINCENT GADDY|R4DO|||||||||||||||||||A/R|Y|100|Power Operation|0|Hot Standby|N|N|0||0||N|N|0||0||AUTOMATIC REACTOR TRIP    "At 0114 [CDT] on April 04, 2020 the plant was in Mode 1 at 100 percent power when a Digital Feedwater Trouble alarm was received unexpectedly. Operators identified a full feedwater demand signal and lowering level in the 'C' Steam Generator. At 0115 a Reactor Trip signal for Low Steam Generator Level was received. All systems responded as expected. A Feedwater Isolation signal was received due to the reactor trip with RCS average temperature less than 564 degrees Fahrenheit. Auxiliary Feedwater started on a valid actuation signal to restore and maintain Steam Generator levels. The Plant is being maintained stable in Mode 3 with no complications.    "The NRC Resident Inspector has been notified of the Reactor Trip."    All control rods fully inserted from the reactor trip signal, and decay heat is being removed via the Auxiliary Feedwater and Steam Dump Systems.|
